Unnamed: 0,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
10755,dead moon,walking on my grave,1990,pop,stay know go stay darkness edge streetwise kid defiance defeat rattle shake political can give directions plan block take place walk grave stay star stay die kill floor blue draw child shadow scar crack mirror teenage dream like lose generation block take place walk grave stay know go stay darkness edge brain twitch eye close best friends die overdose light flare unacounted happen happen block take place walk grave walk grave walk grave walk grave walk grave,77,0.000809716605969,0.3577656887258278,0.0008097166415004,0.0008097166296501,0.0008097166003055,0.0008097166052765,0.0008097166113251,0.084012524106858,0.0008097166570093,0.000809716693192,0.1684544480522189,0.0667312066454505,0.0305634346716756,0.0008097166311559,0.2819463816224169,0.0008097166609389,0.6198418715477094,0.7543778683690998,0.0458825761873254,0.0878542510121457,0.8917971970321517,0.7137047723612588,violence,0.4285714285714285
10758,mariah carey,alone in love,1990,pop,sweep away lose dark leave spark haze lose inside maze guess look eye turn realize game play hold night go run sight hard hold sweep away lose dark leave spark haze lose inside maze guess haunt dream call watch fade away figure style quickly drift apart hold plan start sit dark suppose night slowly fall apart away hours till morning light sweep away lose dark leave spark haze lose inside maze guess,72,0.0008920606635765,0.0008920606902615,0.0008920607122816,0.0008920607222988,0.0008920606602139,0.0008920606712122,0.0008920607505258,0.0008920607222761,0.0428283797032521,0.0008920607097425,0.0008920607183198,0.1892952860300156,0.0008920606648715,0.0008920606997386,0.7536033630445785,0.0008920607346313,0.6230910863208059,0.6067738379099044,0.3263045444824744,0.0,0.5661582852431986,0.5114962549380921,sadness,0.4285714285714285
10759,mariah carey,there's got to be a way,1990,pop,break home desperate victim society want wonder care couldn help share connect world today come relieve pain unite human race bring change bring change land believe color grant supremacy understand regulate bigotry wonder care couldn accept aware connect world today come relieve pain unite human race bring change bring change maybe future time destitution sorrow hungry children work today save tomorrow come come wonder care couldn share connect world today come relieve pain pain pain unite human race bring change connect world today unite human race,86,0.0007974482435123,0.1495059209336297,0.7004927353411717,0.0007974481847335,0.0007974481669116,0.0007974482302322,0.0007974481725332,0.0398969128893816,0.0007974481841676,0.0290918298377514,0.000797448190399,0.0007974481839854,0.0555506931956747,0.0007974481689325,0.000797448236731,0.0007974481684333,0.6382540885952561,0.6844601697305335,0.4166660809900411,0.0001255060728744,0.4723825226710635,0.7427347080309215,world/life,0.4285714285714285
10761,mazzy star,she hangs brightly,1990,pop,hang brightly tree wonder aware game come watch watch come take deep wide pull winner game come watch watch come stay sour truth lie lovin story cheap winner game come watch watch come mumble indecipherably deep wide inside,38,0.2017893185247557,0.19523600713216,0.0016977929353482,0.0016977929053324,0.0016977928714466,0.0016977928718068,0.001697792870456,0.0016977929789794,0.0016977930281364,0.0016977929049586,0.0016977929731135,0.193693186494679,0.0016977929159673,0.0016977928813586,0.3838145941855277,0.0016977928703762,0.1920285930900032,0.5705458554470169,0.0069267137818411,0.1497975708502024,0.491962077493817,0.4714549643592472,sadness,0.4285714285714285
10764,helen shapiro,walkin' back to happiness,1990,pop,funny true lonliness away love walk happiness say goodbye loneliness know miss know walk happiness share make say mistake lead shouldn go away come today walk happiness throw away walk happiness say farewell loneliness know play aside foolish pride learn truth tear cry spread news blue blow away bring true cause walk happiness share walk happiness say farewell loneliness know play aside foolish pride learn truth tear cry spread news mama blue blow away bring true cause walk happiness share walk happiness walk happiness walk happiness agan,87,0.0006925207998021,0.000692520813783,0.2789414352166579,0.0006925207776074,0.0006925207799538,0.0185371919436172,0.052684443199329,0.1786673232234607,0.0006925208025741,0.1442576697088609,0.0006925208123045,0.000692520832023,0.00069252079757,0.0006925207888101,0.3179091662713607,0.000692520857642,0.6512509476876421,0.687511217085865,0.7781122270203084,0.0,0.7990519373454246,0.542528255136697,sadness,0.4285714285714285
10765,emmylou harris,that lovin' you feelin' again (with roy orbison),1990,pop,stand street start want hide love feel reel stop start remember certain look eye easy resist walk love feel reel stop start love feel close apart give want heart yesterday haunt maybe share love feel reel stop start love feel matter love feel take long time goodbye get hard feel love love feel love feel love feel love feel,59,0.0009746588739116,0.0009746589019134,0.0717580406536702,0.0009746589964505,0.00097465886983,0.0009746588984164,0.2906940044299872,0.0009746589706873,0.0009746589050847,0.0009746588833098,0.0299722591486133,0.0009746588947878,0.0009746588755099,0.0009746589219274,0.304140674320005,0.19195990542721,0.5353622874472004,0.5926210804297105,0.544176249172941,0.0,0.4589859851607584,0.4264085124580466,sadness,0.4285714285714285
10766,the church,metropolis,1990,pop,like involve good come damage worse metropolis circuses elephants oranges grow metropolis topple stand stare crowd trapeze fell fell knees break scramble piece speak felt anger freeze metropolis circuses elephants oranges grow metropolis topple stand metropolis talk holocaust visit metropolis weather ridiculous lead away leave tonight sleep dream black white,50,0.0018796993579993,0.6050746118628032,0.0018796993810403,0.0451300630368833,0.0018796992563343,0.0018796992782182,0.0018796992848661,0.0018796994621502,0.0018796993625468,0.0018796993211345,0.0018796993747395,0.0018796993833966,0.0018796992824531,0.0018796994468322,0.225929450673984,0.0429262577378337,0.533196144265136,0.6234392226239007,0.0206817476724374,0.0011437246963562,0.6609645507007419,0.6376263202614536,violence,0.4285714285714285
10767,hi-five,quality time,1990,pop,quality time quality time quality time right baby spend quality time gonna spend time right know tire line say sorry baby gotta mind cause wanna pager go ignore baby cause wanna girl spend quality time girl right yeah right gonna spend time yeah spend quality time girl gonna right right baby girl mess state mind know baby tell people call cellular phone girl think baby pager go ignore baby cause wanna tell spend quality time girl gonna right right gonna spend time spend quality time gonna right right girl spend time quality time baby baby baby gonna feel presence right quality time gonna spend time baby promise spend time girl pager go ignore baby cause wanna baby come gonna spend spend quality time time yeah right right spend quality time gonna spend yeah right time yeah spend quality time quality time quality time yeah right right spend quality time right morning even spend quality time gotta come run baby right listen pager spend quality time gonna right yeah right yeah,170,0.138522707714353,0.0003654970858767,0.0003654970919357,0.5098998306841236,0.067859415065028,0.0003654970786641,0.000365497082449,0.0465313653331083,0.0003654970888703,0.0003654971259662,0.0003654970918316,0.0003654970847653,0.0084657564097856,0.0564129625995003,0.0003654970835598,0.0336274933628461,0.630672587458031,0.7347896315668025,0.0764046951854369,0.0,0.651690024732069,0.6746645140468851,night/time,0.4285714285714285
10768,the sundays,skin & bones,1990,pop,know wonder know home world better know good yeah loathsome style work vanity waste time inside cardigan dress dress dress sick care actually flesh blood thing flesh blood know wonder know home world better shan care actually flesh blood thing skin bone actually flesh blood flesh blood wrong wrong individual doubt thing flesh blood skin bone yeah,57,0.0011961722690341,0.3071993862266988,0.0408687644798688,0.001196172379449,0.0479661975969272,0.0011961724930535,0.001196172252807,0.4021481373941019,0.0011961723149163,0.0491289321882682,0.0011961723156226,0.0011961722632243,0.0011961722650256,0.1117615191884991,0.0011961722681765,0.0265729953427131,0.5061193544893319,0.6909981283491013,0.6054212905836251,0.1062753036437246,0.2724649629018961,0.4514343190698247,violence,0.4285714285714285
10770,they might be giants,we want a rock,1990,pop,forget point make say smart save piece string wind string everybody want wind piece string everybody want wind piece string throw crib door wide people crawl inside try burn playhouse want stop ones want wind string everybody want wind piece string throw crib door wide people crawl inside try burn playhouse want stop ones want wind string everybody want wind piece string carpenter hammer piglet collect seven dollars prosthetic forehead wear real head everybody want prosthetic foreheads real head everybody want prosthetic foreheads real head throw crib door wide people crawl inside try burn playhouse want stop ones want prosthetic foreheads head everybody want prosthetic foreheads real head,108,0.0006049606818327,0.3358735415171385,0.00060496069958,0.0006049606794268,0.0916547856640573,0.0006049606819305,0.0006049606799852,0.0006049607080631,0.0006049607047694,0.0835873711809644,0.0006049607209292,0.0759241977465742,0.0675190753031768,0.0006049607004538,0.0989925947686632,0.0484735877812562,0.527780786309975,0.7090480219470296,0.0608424305646893,0.0,0.8052349546578731,0.7627553533203438,violence,0.4285714285714285
